havingIP,tinyURL,redirection,count_at,count_www,no_of_dir,count_https,count_http,count_per,count_hyphen,count_equal,url_length,hostname_length,digit_count,letter_count,dns,domainAge,domainEnd,iframe,mouseOver,rightClick,forwarding,type
0,0,0,0,0,3,0,0,0,2,0,51,0,11,34,1,1,1,1,1,1,1,benign
0,0,0,0,0,3,0,0,0,5,0,69,0,16,44,1,1,1,1,1,1,1,benign
0,0,0,0,0,2,0,1,0,0,0,53,16,2,40,1,1,1,1,1,1,1,phishing
0,0,0,0,0,2,0,0,0,0,1,83,0,0,72,1,1,1,1,1,1,1,benign
0,0,0,0,0,4,0,1,0,0,0,67,13,11,47,1,1,1,0,0,1,0,malware
0,0,0,0,1,1,0,1,0,0,4,88,22,4,68,1,1,1,0,0,1,0,defacement
0,0,0,0,1,3,0,1,0,0,0,50,11,0,41,1,1,1,0,0,1,0,defacement
0,0,0,0,0,1,0,0,0,0,0,38,0,0,34,1,1,1,1,1,1,1,benign
0,1,0,0,0,4,0,0,0,16,0,137,0,8,108,1,1,1,1,1,1,1,benign
0,0,0,0,0,0,0,0,0,1,0,20,0,0,18,1,1,1,1,1,1,1,phishing
0,0,0,0,0,0,0,0,0,0,0,11,0,0,10,1,1,1,1,1,1,1,phishing
0,0,0,0,0,0,0,0,0,0,0,25,0,4,20,1,1,1,1,1,1,1,malware
0,0,0,0,1,2,0,1,0,8,0,95,20,0,80,1,1,1,1,1,1,1,defacement
0,0,0,0,0,2,0,1,21,0,0,81,9,25,29,1,1,1,0,0,1,0,malware
0,0,0,0,0,2,0,0,0,0,0,34,0,0,29,1,1,1,1,1,1,1,benign
0,0,0,0,0,2,0,1,27,0,0,99,9,33,33,1,1,1,0,0,1,0,malware
0,0,0,0,0,5,0,1,0,1,0,93,29,18,64,1,1,1,1,1,1,1,phishing
0,0,0,0,1,4,0,1,27,2,0,130,14,24,68,1,1,1,1,1,1,1,malware
0,0,0,0,0,5,0,1,0,0,0,73,21,0,61,1,1,1,1,1,1,1,malware
0,0,0,0,1,2,0,1,0,2,0,57,34,0,48,1,1,1,0,0,1,0,defacement
0,0,0,0,0,3,0,0,0,0,0,66,0,0,58,1,1,1,1,1,1,1,benign
0,0,0,0,1,2,0,1,0,7,0,94,16,2,78,1,1,1,1,1,1,1,defacement
0,0,0,0,0,3,0,1,0,8,0,83,11,0,68,1,1,1,0,0,1,0,malware
0,0,0,0,0,0,0,0,0,0,0,17,0,0,15,1,1,1,1,1,1,1,phishing
0,0,0,0,0,1,0,0,0,0,0,47,0,1,43,1,1,1,1,1,1,1,benign
0,0,0,0,0,2,0,1,24,0,0,90,9,30,30,1,1,1,0,0,1,0,malware
0,0,0,0,0,4,0,0,0,0,0,49,0,10,33,1,1,1,1,1,1,1,benign
0,0,0,0,0,3,0,1,0,0,6,86,15,10,56,1,1,1,1,1,1,1,malware
0,0,0,0,0,5,0,1,22,1,0,120,15,34,53,1,1,1,0,0,1,0,benign
0,0,0,0,1,2,0,1,0,2,0,50,17,2,38,1,1,1,0,0,1,0,defacement
0,0,0,0,1,1,0,1,0,3,9,184,22,7,145,1,1,1,1,1,1,1,defacement
0,0,0,0,1,2,0,1,0,0,3,69,15,7,49,1,1,1,1,1,1,1,malware
0,0,0,0,0,3,0,1,0,0,0,52,22,0,44,1,1,1,1,1,1,1,phishing
0,0,0,0,0,4,0,1,3,1,0,71,15,10,48,1,1,1,0,0,1,0,malware
0,0,0,0,1,1,0,1,0,4,9,176,21,7,137,1,1,1,0,0,1,0,defacement
0,0,0,0,0,0,0,0,0,0,0,19,0,0,17,1,1,1,1,1,1,1,phishing
0,0,0,0,0,2,0,1,0,5,0,74,12,0,63,1,1,1,0,0,1,0,defacement
0,0,0,0,0,3,0,1,0,0,2,88,11,2,73,1,1,1,0,0,1,0,malware
0,0,0,0,0,5,0,1,0,3,0,93,13,0,80,1,1,1,0,0,1,0,benign
0,0,0,0,0,0,0,0,0,1,0,21,0,0,19,1,1,1,1,1,1,1,phishing
0,1,0,0,1,5,0,1,0,2,1,89,25,3,69,1,1,1,0,0,1,0,malware
0,0,0,0,0,1,0,0,0,0,0,14,0,0,12,1,1,1,1,1,1,1,benign
0,0,0,0,0,0,0,0,0,0,0,14,0,0,13,1,1,1,1,1,1,1,phishing
0,0,0,0,0,2,0,1,18,0,0,72,9,21,27,1,1,1,0,0,1,0,malware
0,0,0,0,0,0,0,0,0,1,0,19,0,0,17,1,1,1,1,1,1,1,phishing
0,0,0,0,0,2,0,1,24,0,0,90,9,29,31,1,1,1,0,0,1,0,malware
0,0,0,0,1,1,0,1,0,1,5,118,19,25,66,1,1,1,1,1,1,1,defacement
0,0,0,0,0,1,0,1,0,0,6,109,19,9,81,1,1,1,1,1,1,1,defacement
0,1,0,0,0,1,0,1,0,0,0,38,30,6,26,1,1,1,1,1,1,1,phishing
0,0,0,0,0,2,0,1,21,0,0,81,9,22,32,1,1,1,0,0,1,0,malware
0,0,0,0,0,0,0,0,0,0,0,10,0,0,9,1,1,1,1,1,1,1,phishing
0,0,0,0,1,1,0,1,0,0,1,44,15,2,33,1,1,1,1,1,1,1,defacement
0,0,0,0,0,3,0,0,0,0,0,24,0,7,13,1,1,1,1,1,1,1,benign
0,0,0,0,0,1,0,1,0,0,6,102,9,11,71,1,1,1,1,1,1,1,defacement
0,0,0,0,1,3,0,1,0,0,4,127,12,5,100,1,1,1,1,1,1,1,defacement
0,0,0,0,0,3,0,0,0,3,0,53,0,0,45,1,1,1,1,1,1,1,benign
0,0,0,0,0,2,0,1,0,1,0,51,8,2,41,1,1,1,0,0,1,0,defacement
0,0,0,0,0,2,0,0,1,0,0,39,0,2,33,1,1,1,1,1,1,1,benign
0,1,0,0,0,1,0,0,0,0,0,10,0,0,8,1,1,1,1,1,1,1,benign
0,0,0,0,0,0,0,0,0,0,0,17,0,0,16,1,1,1,1,1,1,1,malware
0,0,0,0,0,2,0,0,0,1,0,34,0,0,30,1,1,1,1,1,1,1,benign
0,0,0,0,0,2,0,1,18,0,0,72,9,25,23,1,1,1,0,0,1,0,malware
0,0,0,0,1,2,0,1,0,1,2,96,16,2,70,1,1,1,1,0,1,0,phishing
0,0,0,0,0,6,0,1,0,2,2,98,15,6,71,1,1,1,0,0,1,0,malware
0,0,0,0,0,5,0,0,0,5,0,73,0,7,55,1,1,1,1,1,1,1,benign
0,0,0,0,0,2,0,1,18,0,0,72,9,24,24,1,1,1,0,0,1,0,malware
0,0,0,0,1,5,0,1,0,0,0,87,25,0,73,1,1,1,1,1,1,1,phishing
0,0,0,0,0,3,0,0,0,1,0,45,0,9,31,1,1,1,1,1,1,1,benign
0,0,0,0,0,1,0,0,0,0,0,43,0,0,40,1,1,1,1,1,1,1,benign
0,0,0,0,0,3,0,1,0,2,0,69,8,2,57,1,1,1,0,0,1,0,defacement
0,0,0,0,0,1,0,1,0,6,6,119,17,20,73,1,1,1,0,0,1,0,defacement
0,0,0,0,0,7,0,0,0,5,0,71,0,10,48,1,1,1,1,1,1,1,benign
0,0,0,0,1,2,0,1,0,4,0,70,21,4,53,1,1,1,1,1,1,1,defacement
0,0,0,0,1,1,0,1,0,0,1,36,13,0,27,1,1,1,0,0,1,0,defacement
0,0,0,0,1,1,0,1,0,1,4,127,31,3,104,1,1,1,0,0,1,0,defacement
0,0,0,0,1,3,0,1,0,0,0,64,23,0,55,1,1,1,1,1,1,1,phishing
0,0,0,0,1,1,0,1,0,0,5,109,16,4,85,1,1,1,1,1,1,1,defacement
0,0,0,0,0,0,0,0,0,2,0,14,0,0,10,1,1,1,1,1,1,1,phishing
0,0,0,0,1,1,0,1,0,0,4,80,13,6,58,1,1,1,1,1,1,1,defacement
0,0,0,0,1,2,0,1,0,0,0,52,11,23,22,1,1,1,1,1,1,1,phishing
0,0,0,0,0,5,0,1,0,0,0,71,19,3,55,1,1,1,1,1,1,1,malware
0,0,0,0,0,1,0,0,0,0,0,14,0,0,12,1,1,1,1,1,1,1,benign
0,0,0,0,0,2,0,1,0,0,1,155,12,32,105,1,1,1,0,0,1,0,benign
0,0,0,0,1,4,0,1,0,0,2,92,14,20,58,1,1,1,0,0,1,0,malware
0,0,0,0,1,1,0,1,0,0,0,25,13,0,19,1,1,1,1,1,1,1,defacement
0,0,0,0,0,0,0,0,0,0,0,16,0,0,15,1,1,1,1,1,1,1,phishing
0,0,0,0,1,3,0,1,0,0,2,67,14,6,48,1,1,1,1,1,1,1,malware
0,0,0,0,1,1,0,1,0,3,5,131,13,7,101,1,1,1,0,0,1,0,defacement
0,0,0,0,1,1,0,1,0,4,0,70,27,0,58,1,1,1,1,1,1,1,defacement
0,0,0,0,0,2,0,1,21,0,0,81,9,28,26,1,1,1,0,0,1,0,malware
0,0,0,0,0,3,0,0,0,2,0,35,0,0,29,1,1,1,1,1,1,1,benign
0,0,0,0,0,2,0,0,0,3,0,50,0,0,43,1,1,1,1,1,1,1,benign
0,0,0,0,0,2,0,1,0,0,1,75,12,5,59,1,1,1,1,1,1,1,malware
0,0,0,0,0,2,0,1,27,0,0,99,9,31,35,1,1,1,0,0,1,0,malware
0,0,0,0,0,1,0,0,0,0,0,31,0,1,27,1,1,1,1,1,1,1,benign
0,0,0,0,0,2,0,1,21,0,0,81,9,24,30,1,1,1,0,0,1,0,malware
0,0,0,0,0,0,0,0,0,0,0,24,0,1,20,1,1,1,1,1,1,1,phishing
0,0,0,0,0,0,0,0,0,2,0,33,0,0,30,1,1,1,1,1,1,1,phishing
0,0,0,0,0,2,0,1,21,0,0,81,9,25,29,1,1,1,0,0,1,0,malware
0,0,0,0,0,2,0,0,0,2,0,47,0,0,41,1,1,1,1,1,1,1,benign
0,0,0,0,0,4,0,1,0,0,0,67,13,11,47,1,1,1,0,0,1,0,malware
0,0,0,0,0,1,0,0,0,0,1,43,0,3,35,1,1,1,1,1,1,1,benign
0,0,0,0,0,2,0,1,27,0,0,99,9,31,35,1,1,1,0,0,1,0,malware
0,0,0,0,0,0,0,0,0,0,0,14,0,0,12,1,1,1,1,1,1,1,malware
0,0,0,0,0,2,0,1,27,0,0,99,9,31,35,1,1,1,0,0,1,0,malware
0,0,0,0,1,3,0,1,0,0,4,191,19,15,161,1,1,1,1,1,1,1,defacement
0,1,1,0,1,6,0,1,0,1,1,89,25,3,69,1,1,1,0,0,1,0,malware
0,0,0,0,0,0,0,0,0,0,0,22,0,0,18,1,1,1,1,1,1,1,phishing
0,0,0,0,0,0,0,0,0,1,0,15,0,0,13,1,1,1,1,1,1,1,phishing
0,0,0,0,1,1,0,1,0,0,4,84,21,2,66,1,1,1,0,0,1,0,defacement
0,0,0,0,0,0,0,0,0,0,0,20,0,0,19,1,1,1,1,1,1,1,phishing
0,0,0,0,1,4,0,1,0,5,0,85,25,2,68,1,1,1,1,1,1,1,defacement
0,0,0,0,0,2,0,1,27,0,0,99,9,31,35,1,1,1,0,0,1,0,malware
0,0,0,0,0,0,0,0,0,0,0,18,0,0,17,1,1,1,1,1,1,1,malware
0,0,0,0,1,3,0,1,0,0,1,93,27,2,80,1,1,1,1,1,1,1,defacement
0,0,0,0,1,5,0,1,0,6,0,73,12,15,41,1,1,1,0,0,1,0,malware
0,0,0,0,1,2,0,1,0,1,0,67,28,0,58,1,1,1,1,1,1,1,defacement
0,0,0,0,0,5,0,1,0,0,0,76,14,32,33,1,1,1,0,0,1,0,malware
0,0,0,0,0,0,0,0,0,0,0,23,0,0,22,1,1,1,1,1,1,1,phishing
0,0,0,0,0,0,0,0,0,0,0,15,0,0,14,1,1,1,1,1,1,1,phishing
0,0,0,0,1,1,0,1,0,1,4,80,15,4,59,1,1,1,0,0,1,0,defacement
0,0,0,0,0,4,0,1,3,1,0,71,15,10,48,1,1,1,0,0,1,0,malware
0,0,0,0,0,2,0,1,27,0,0,99,9,33,33,1,1,1,0,0,1,0,malware
0,0,0,0,0,1,0,0,0,2,3,74,0,1,62,1,1,1,1,1,1,1,benign
0,0,0,0,0,5,0,1,2,0,0,77,20,7,55,1,1,1,1,1,1,1,malware
0,0,0,0,0,2,0,1,24,0,0,90,9,30,30,1,1,1,0,0,1,0,malware
0,0,0,0,0,2,0,1,22,0,0,84,9,25,31,1,1,1,0,0,1,0,malware
0,0,0,0,0,2,0,0,0,5,0,69,0,11,48,1,1,1,1,1,1,1,benign
0,0,0,0,0,2,0,1,15,0,0,63,9,21,21,1,1,1,0,0,1,0,malware
0,0,0,0,0,2,0,1,21,0,0,81,9,21,33,1,1,1,0,0,1,0,malware
0,0,0,0,0,5,0,1,0,0,0,65,13,0,55,1,1,1,0,0,1,0,malware
0,0,0,0,0,1,0,0,0,0,0,25,0,0,22,1,1,1,1,1,1,1,benign
0,0,0,0,1,5,0,1,0,2,1,96,22,3,78,1,1,1,1,1,1,1,defacement
0,0,0,0,1,3,0,1,0,0,2,66,13,3,50,1,1,1,0,0,1,0,malware
0,1,0,0,0,1,0,1,0,2,0,37,29,1,27,1,1,1,1,1,1,1,phishing
0,0,0,0,0,0,0,0,0,0,0,15,0,0,14,1,1,1,1,1,1,1,phishing
0,0,0,0,0,2,0,1,0,0,0,40,13,1,32,1,1,1,0,0,1,0,phishing
0,0,0,0,0,2,0,0,0,0,0,51,0,0,42,1,1,1,1,1,1,1,benign
0,0,0,0,0,6,0,1,0,1,0,74,20,3,59,1,1,1,1,1,1,1,defacement
0,0,0,0,0,5,0,1,0,1,0,86,25,24,48,1,1,1,1,1,1,1,malware
0,0,0,0,1,2,0,1,0,2,0,52,14,0,41,1,1,1,1,1,1,1,phishing
0,0,0,0,0,1,0,1,0,2,10,175,18,8,136,1,1,1,0,0,1,0,defacement
0,0,0,0,0,6,0,1,0,3,0,84,23,8,61,1,1,1,0,0,1,0,defacement
0,0,0,0,1,9,0,1,0,1,0,143,17,35,92,1,1,1,1,1,1,1,phishing
0,0,0,0,1,1,0,1,0,1,8,118,21,9,84,1,1,1,0,0,1,0,defacement
0,0,0,0,1,1,0,1,0,7,0,90,30,2,73,1,1,1,0,0,1,0,defacement
0,0,0,0,0,3,0,0,0,3,0,64,0,15,42,1,1,1,1,1,1,1,benign
0,0,0,0,0,2,0,1,0,0,0,40,13,2,31,1,1,1,0,0,1,0,phishing
0,0,0,0,1,2,0,1,0,3,0,56,12,2,43,1,1,1,0,0,1,0,defacement
0,0,0,0,0,2,0,0,2,10,0,104,0,12,75,1,1,1,1,1,1,1,benign
0,0,0,0,1,3,0,1,0,1,3,194,16,48,125,1,1,1,0,0,1,0,phishing
0,0,0,0,0,0,0,0,0,0,0,20,0,0,18,1,1,1,1,1,1,1,phishing
0,0,0,0,0,0,0,0,0,0,0,18,0,1,15,1,1,1,1,1,1,1,phishing
0,0,0,0,0,5,0,0,0,0,0,36,0,0,30,1,1,1,1,1,1,1,benign
0,0,0,0,0,2,0,1,21,0,0,81,9,29,25,1,1,1,0,0,1,0,malware
0,0,0,0,0,2,0,1,0,0,0,112,9,7,90,1,1,1,0,0,1,0,benign
0,0,0,0,0,1,0,0,0,0,0,22,0,0,19,1,1,1,1,1,1,1,benign
0,0,0,0,0,0,0,0,0,1,0,29,0,0,25,1,1,1,1,1,1,1,phishing
0,0,0,0,0,2,0,1,19,0,0,75,9,26,24,1,1,1,0,0,1,0,malware
0,0,0,0,1,2,0,1,0,0,0,35,12,0,27,1,1,1,0,0,1,0,defacement
0,0,0,0,0,0,0,0,0,0,0,14,0,0,13,1,1,1,1,1,1,1,phishing
0,0,0,0,1,1,0,1,0,1,6,137,24,4,110,1,1,1,0,0,1,0,defacement
0,0,0,0,1,1,0,1,0,0,4,81,16,4,61,1,1,1,1,1,1,1,defacement
0,0,0,0,1,3,0,1,0,0,0,40,17,0,32,1,1,1,1,1,1,1,phishing
0,0,0,0,0,1,0,0,0,0,0,19,0,0,17,1,1,1,1,1,1,1,benign
0,0,0,0,0,3,0,1,0,1,0,62,14,2,50,1,1,1,1,1,1,1,defacement
0,0,0,0,0,2,0,1,15,0,0,63,9,21,21,1,1,1,0,0,1,0,malware
0,0,0,0,0,0,0,0,0,0,0,19,0,0,18,1,1,1,1,1,1,1,phishing
0,0,0,0,1,1,0,1,0,0,0,43,25,0,35,1,1,1,0,0,1,0,defacement
0,0,0,0,0,3,0,1,0,10,0,98,12,10,71,1,1,1,1,1,1,1,benign
0,0,0,0,0,2,0,1,0,0,0,40,13,2,31,1,1,1,0,0,1,0,phishing
0,0,0,0,0,2,0,1,0,0,0,40,20,2,31,1,1,1,0,0,1,0,phishing
0,0,0,0,0,3,0,1,0,1,0,73,34,3,61,1,1,1,1,1,1,1,defacement
0,0,0,0,1,2,0,1,0,4,0,59,18,6,42,1,1,1,0,0,1,0,defacement
0,0,0,0,1,2,0,1,0,1,0,61,32,1,50,1,1,1,1,1,1,1,defacement
0,0,0,0,0,0,0,0,0,0,0,19,0,0,18,1,1,1,1,1,1,1,phishing
0,0,0,0,0,7,0,0,0,5,0,83,0,10,60,1,1,1,1,1,1,1,benign
0,0,0,0,0,2,0,1,36,1,0,131,13,36,52,1,1,1,0,0,1,0,malware
0,0,0,0,0,0,0,0,0,0,0,18,0,0,17,1,1,1,1,1,1,1,phishing
0,0,0,0,0,0,0,0,0,0,0,23,0,0,21,1,1,1,1,1,1,1,phishing
0,0,0,0,0,1,0,0,0,0,4,74,0,4,58,1,1,1,1,1,1,1,benign
0,0,0,0,0,4,0,0,0,6,0,63,0,5,47,1,1,1,1,1,1,1,benign
0,0,0,0,0,0,0,0,0,1,0,37,0,3,31,1,1,1,1,1,1,1,phishing
0,0,0,0,1,1,0,1,0,2,5,132,25,6,104,1,1,1,0,0,1,0,defacement
0,0,0,0,1,2,0,1,0,2,2,111,18,2,82,1,1,1,1,0,1,0,phishing
0,0,0,0,0,2,0,1,27,0,0,99,9,32,34,1,1,1,0,0,1,0,malware
0,0,0,0,0,0,0,0,0,0,0,16,0,0,15,1,1,1,1,1,1,1,phishing
0,1,0,0,0,5,0,1,0,2,1,85,16,3,65,1,1,1,1,1,1,1,malware
0,1,0,0,0,0,0,0,0,0,0,52,0,3,44,1,1,1,1,1,1,1,malware
0,0,0,0,0,1,0,0,0,0,0,22,0,0,19,1,1,1,1,1,1,1,benign
0,0,0,0,1,2,0,1,0,9,0,82,14,10,56,1,1,1,0,0,1,0,defacement
0,0,0,0,0,2,0,1,0,0,0,40,13,1,32,1,1,1,0,0,1,0,phishing
0,1,0,0,1,1,0,1,0,0,0,39,31,0,32,1,1,1,1,1,1,1,phishing
0,0,0,0,1,1,0,1,0,0,3,64,15,6,44,1,1,1,1,1,1,1,defacement
0,0,0,0,1,2,0,1,0,0,7,110,16,6,80,1,1,1,0,0,1,0,malware
0,0,0,0,0,3,0,1,0,0,4,66,11,2,47,1,1,1,0,0,1,0,malware
0,0,0,0,0,1,0,1,0,1,0,40,10,1,32,1,1,1,0,0,1,0,defacement
0,0,0,0,1,2,0,1,0,0,3,69,15,7,49,1,1,1,1,1,1,1,malware
0,0,0,0,1,2,0,1,0,0,0,124,107,10,102,1,1,1,0,0,1,0,phishing
0,0,0,0,0,2,0,0,0,3,0,57,0,0,51,1,1,1,1,1,1,1,benign
0,0,0,0,0,3,0,0,0,0,0,45,0,0,40,1,1,1,1,1,1,1,benign
0,0,0,0,1,2,0,1,0,0,7,110,16,6,80,1,1,1,0,0,1,0,malware
0,0,0,0,1,4,0,1,0,0,2,92,14,20,58,1,1,1,0,0,1,0,malware
0,0,0,0,0,0,0,0,0,0,0,13,0,0,11,1,1,1,1,1,1,1,phishing
0,0,0,0,0,2,0,1,0,0,5,100,16,2,80,1,1,1,1,1,1,1,defacement
0,0,0,0,0,3,0,0,0,0,1,41,0,7,28,1,1,1,1,1,1,1,benign
0,0,0,0,0,5,0,1,0,6,0,90,6,9,66,1,1,1,0,0,1,0,malware
0,0,0,0,0,2,0,1,24,0,0,90,9,29,31,1,1,1,0,0,1,0,malware
0,0,0,0,0,0,0,0,0,1,0,18,0,0,16,1,1,1,1,1,1,1,phishing
0,0,0,0,1,2,0,1,0,0,0,38,13,0,30,1,1,1,0,0,1,0,defacement
0,0,0,0,1,2,0,1,0,0,0,43,17,0,34,1,1,1,1,1,1,1,defacement
0,0,0,0,0,2,0,1,19,0,0,75,9,26,24,1,1,1,0,0,1,0,malware
0,0,0,0,1,1,0,1,0,2,6,132,28,5,104,1,1,1,1,1,1,1,defacement
0,0,0,0,0,3,0,1,0,4,0,61,17,7,42,1,1,1,0,0,1,0,defacement
0,0,0,0,1,1,0,1,0,1,4,92,29,2,73,1,1,1,1,1,1,1,defacement
0,0,0,0,0,6,0,1,0,1,0,72,19,0,60,1,1,1,1,0,1,0,phishing
0,0,0,0,0,0,0,0,0,0,0,26,0,0,25,1,1,1,1,1,1,1,phishing
0,0,0,0,1,4,0,1,27,6,0,159,14,31,86,1,1,1,1,1,1,1,malware
0,0,0,0,1,1,0,1,0,0,4,85,16,3,67,1,1,1,0,0,1,0,defacement
0,0,0,0,0,1,0,1,0,1,1,54,9,2,43,1,1,1,1,1,1,1,defacement
0,0,0,0,1,4,0,0,0,4,0,62,0,0,51,1,1,1,1,1,1,1,malware
0,0,0,0,0,5,0,1,0,8,0,98,17,8,73,1,1,1,0,0,1,0,benign
0,0,0,0,1,4,0,1,0,0,0,69,27,1,58,1,1,1,0,0,1,0,defacement
0,0,0,0,0,2,0,1,0,0,0,40,13,1,32,1,1,1,0,0,1,0,phishing
0,0,0,0,0,6,0,1,0,11,0,119,14,8,90,1,1,1,0,0,1,0,benign
0,0,0,0,1,1,0,1,0,0,3,70,11,4,51,1,1,1,0,0,1,0,defacement
0,0,0,0,0,2,0,1,0,0,1,75,12,5,59,1,1,1,1,1,1,1,malware
0,0,0,0,1,1,0,1,0,1,1,51,21,2,38,1,1,1,0,0,1,0,defacement
0,0,0,0,0,3,0,0,0,5,0,77,0,10,58,1,1,1,1,1,1,1,benign
0,0,0,0,1,1,0,1,0,0,2,72,23,2,58,1,1,1,0,0,1,0,defacement
0,0,0,0,0,4,0,1,0,7,1,90,10,2,70,1,1,1,0,0,1,0,defacement
0,0,0,0,1,2,0,1,0,0,3,68,14,6,49,1,1,1,0,0,1,0,malware
0,0,0,0,1,2,0,1,0,0,1,55,14,1,40,1,1,1,1,1,1,1,phishing
